actor2	Caged	ChrisLundquist	ElizabethN	Foggybtmgirl	Haacked	ScarlettSparks	TwP	VxJasonxV	achiu	adelcambre	aden	afeld	alanjrogers	alindeman	alysonla	amateurhuman	ammeep	andrew	antonio	arfon	aroben	arrbee	asenchi	atmos	azizshamim	balevine	benbalter	benogle	bernars	bhuga	bkeepers	bleikamp	bleything	bnferguson	briandoll	brianmario	brntbeer	calavera	cameronmcefee	charliesome	chrishunt	chrissiebrodigan	ckj	cobyism	connors	d2fn	danishkhan	dannygreg	davideg	dbussink	defunkt	derekgr	devinreams	dewski	dgoodlad	dgraham	dice	dreww	dsorkin	eanakashima	emilyistoofunky	erebor	fabianperez	fooforge	furyus	gjtorikian	grantr	gregose	holman	hoolio	izuzak	jakeboxer	jakedouglas	jameswhite	jammur	jasonlong	jasonrudolph	jbarnette	jch	jdennes	jdmaturen	jdpace	jessephus	jesseplusplus	jfryman	jglovier	jgreet	jhosman	jlord	jmickeyd	jnewland	jnunemaker	joewilliams	johndbritton	jonmagic	jonrohan	jordanmccullough	josh	joshaber	joshvera	jroll	jspahrsummers	jssjr	juliamae	kansaichris	kasima	kcshearon	kdaigle	keithduncan	kevinsawicki	kneath	leehuffman	leereilly	leongersing	lildude	lizclink	lukehefson	lynnwallenstein	maddox	mastahyeti	matthewmccullough	mattyoho	mcolyer	mdiep	mdo	meatcoder	mhagger	michaeltwofish	mikemcquaid	mislav	mojombo	mtodd	muan	mutle	nakajima	nathansobo	neverett	newmerator	nickh	niik	nuclearsandwich	orderedlist	paulcbetts	peff	pengwynn	petros	piki	pjhyett	probablycorey	ptoomey3	rachelmyers	raganwald	rathjenc	rick	robrix	rodjek	rothsa	rsanheim	rsese	rtomayko	rubiojr	rubyist	sachinr	samlambert	sbryant	schacon	scottjg	shawndavenport	shayfrendt	shiftkey	simonsj	skalnik	sophiec	southgate	spicycode	spraints	sroberts	sshirokov	steveward	sundaykofax	talniv	tclem	technicalpickles	technoweenie	tekkub	thedaniel	tjl2	tmm1	tnm	tobiasahlin	vmg	watsonian	ymendel	zerowidth
fooforge	1.0	0.0	0.0	0.0	110.0	0.0	0.0	0.0	2.0	0.0	0.0	207.0	0.0	3882.0	0.0	15.0	0.0	0.0	0.0	0.0	8.0	0.0	5.0	2.0	30.0	0.0	2334.0	0.0	0.0	1.0	903.0	0.0	0.0	18.0	1.0	0.0	2.0	204.0	0.0	0.0	0.0	6.0	0.0	2068.0	12.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	2.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	210.0	0.0	18.0	10.0	0.0	6.0	18.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	557.0	12.0	0.0	0.0	0.0	2.0	0.0	0.0	8.0	4.0	8.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	108.0	1.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	64.0	1.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	19.0	962.0	1550.0	0.0	15.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	0.0	0.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	6.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	37.0	0.0	0.0	4.0	2.0	3.0	0.0	0.0	0.0	6.0	0.0	7.0	0.0	2.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	16.0	0.0
furyus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	31.0	0.0	72.0	0.0	0.0	0.0	0.0	11.0	1.0	6.0	0.0	0.0	11.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	15.0	0.0	0.0	0.0	595.0	1.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	43.0	4.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	6.0	41.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	1.0	11.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	4.0	1.0	0.0	0.0	16.0	0.0	5.0	0.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	3.0	5.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	30.0	0.0	13.0	648.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	9.0	0.0	4.0	0.0	0.0	4.0	19.0	0.0	19.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	3.0	0.0	0.0	124.0	17.0	0.0	8.0	0.0	10.0	11.0
gjtorikian	2395.0	125.0	3.0	0.0	9408.0	0.0	58.0	1541.0	12.0	1595.0	1.0	7885.0	0.0	1054.0	1768.0	70.0	0.0	57.0	0.0	25914.0	1017.0	2.0	341.0	42346.0	175.0	0.0	31947.0	892.0	0.0	7659.0	102215.0	402.0	28.0	134.0	1245.0	2858.0	1159.0	1859.0	6889.0	6503.0	41.0	56.0	258.0	19308.0	159.0	4.0	15.0	1436.0	0.0	3.0	1042.0	1546.0	40.0	69.0	0.0	882.0	29.0	1384.0	0.0	0.0	0.0	263.0	2729.0	210.0	0.0	0.0	441.0	992.0	28782.0	40.0	188238.0	105.0	6330.0	2.0	29.0	317.0	162753.0	33672.0	5635.0	74888.0	7.0	13725.0	0.0	0.0	1.0	2592.0	101.0	0.0	4913.0	24.0	42.0	3.0	0.0	417.0	1525.0	3645.0	1741.0	66693.0	0.0	0.0	828.0	11253.0	0.0	1838.0	3974.0	0.0	0.0	94790.0	1352.0	32764.0	3096.0	12.0	13347.0	0.0	3.0	0.0	38.0	1.0	11958.0	7838.0	2763.0	464.0	1.0	756.0	25508.0	3.0	0.0	1136.0	114.0	3835.0	9030.0	1409.0	395.0	11.0	3.0	3272.0	0.0	0.0	66.0	0.0	10442.0	0.0	184.0	59.0	515687.0	87.0	348.0	6.0	770.0	4265.0	0.0	1271.0	0.0	21147.0	4.0	261.0	0.0	9576.0	3592.0	4763.0	88.0	0.0	1.0	4.0	498.0	1602.0	952.0	23.0	3.0	2177.0	3.0	477.0	0.0	0.0	89.0	2339.0	8.0	146.0	14.0	0.0	155.0	17731.0	1098.0	289843.0	2092.0	2982.0	0.0	3233.0	57306.0	24275.0	10209.0	5048.0	6305.0	455.0
grantr	6.0	0.0	0.0	0.0	8.0	0.0	0.0	6.0	0.0	1.0	0.0	64.0	0.0	216.0	4.0	0.0	0.0	0.0	33.0	15.0	20.0	0.0	1852.0	121.0	0.0	4.0	8.0	231.0	0.0	23.0	133.0	0.0	9.0	3.0	1.0	48.0	0.0	0.0	29.0	1785.0	3.0	0.0	0.0	8.0	0.0	0.0	0.0	3.0	0.0	129.0	6.0	4.0	2.0	1.0	0.0	17.0	0.0	3.0	3.0	0.0	0.0	0.0	7.0	0.0	6.0	441.0	0.0	125.0	1.0	0.0	810.0	0.0	14.0	0.0	6.0	0.0	397.0	112.0	16.0	169.0	0.0	31.0	0.0	3.0	0.0	0.0	0.0	0.0	9.0	12.0	3.0	239.0	0.0	8.0	0.0	10.0	0.0	354.0	0.0	1.0	0.0	25.0	0.0	4.0	1.0	0.0	0.0	39.0	9.0	1240.0	16.0	0.0	36.0	0.0	0.0	0.0	1.0	0.0	4.0	106.0	2.0	8.0	5.0	0.0	0.0	0.0	3.0	2.0	0.0	93.0	0.0	42.0	217.0	0.0	0.0	420.0	6.0	0.0	0.0	0.0	3.0	0.0	44.0	0.0	1153.0	0.0	0.0	0.0	674.0	75.0	0.0	27.0	0.0	33.0	0.0	0.0	4.0	77.0	8.0	57.0	5.0	0.0	3.0	0.0	7.0	2.0	4.0	0.0	0.0	5.0	0.0	12.0	0.0	0.0	8.0	9.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	708.0	5.0	54.0	0.0	382.0	51.0	56.0	18.0	15.0	31.0	26.0
gregose	13.0	0.0	0.0	0.0	102.0	0.0	0.0	47.0	0.0	0.0	0.0	878.0	0.0	2952.0	8.0	6.0	0.0	18.0	451.0	65.0	441.0	0.0	0.0	627.0	15.0	41.0	1177.0	14.0	0.0	32.0	82.0	0.0	123.0	11.0	0.0	621.0	0.0	522.0	22.0	24395.0	41.0	3.0	0.0	1020.0	6.0	0.0	0.0	6.0	0.0	1763.0	45.0	6.0	3.0	0.0	0.0	209.0	0.0	6.0	41.0	0.0	0.0	0.0	18.0	18.0	41.0	992.0	125.0	0.0	5.0	0.0	864.0	9.0	28.0	0.0	82.0	366.0	779.0	601.0	123.0	338.0	0.0	62.0	0.0	41.0	0.0	114.0	6.0	0.0	16.0	180.0	41.0	0.0	0.0	41.0	0.0	96.0	1.0	4838.0	0.0	0.0	0.0	51.0	0.0	8.0	60.0	0.0	0.0	148.0	88.0	254.0	137.0	0.0	142.0	0.0	0.0	0.0	3.0	0.0	8.0	1267.0	5.0	84.0	41.0	0.0	32.0	0.0	0.0	22.0	9.0	1265.0	774.0	569.0	6.0	0.0	0.0	252.0	82.0	0.0	0.0	1.0	44.0	0.0	22.0	1.0	2314.0	0.0	0.0	0.0	25.0	1025.0	0.0	369.0	0.0	206.0	0.0	0.0	41.0	825.0	19.0	785.0	0.0	0.0	41.0	0.0	130.0	4.0	41.0	0.0	0.0	29.0	0.0	164.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	3.0	137.0	0.0	2143.0	10.0	2.0	0.0	5096.0	697.0	110.0	209.0	26.0	305.0	332.0
holman	56.0	4288.0	0.0	0.0	11797.0	0.0	8.0	6441.0	934.0	469.0	0.0	70823.0	12.0	91111.0	6.0	2.0	0.0	274.0	40.0	2631.0	2989.0	1367.0	2144.0	14556.0	86.0	14.0	3234.0	23.0	0.0	300.0	7484.0	15678.0	96.0	411.0	25.0	17037.0	24303.0	180.0	4561.0	346.0	0.0	1.0	7.0	74276.0	15.0	0.0	36.0	1084.0	0.0	0.0	1328.0	8381.0	16.0	2719.0	338.0	2.0	4.0	2093.0	18.0	0.0	0.0	4.0	442.0	10.0	0.0	28782.0	1.0	5.0	0.0	1272.0	461.0	198.0	20.0	4.0	8.0	0.0	369.0	1597.0	168.0	1889.0	0.0	31.0	0.0	14.0	0.0	9266.0	25.0	0.0	370.0	14.0	1371.0	0.0	0.0	1250.0	112.0	16.0	57367.0	3260.0	0.0	45.0	5210.0	1273.0	0.0	2094.0	19.0	0.0	0.0	72.0	42.0	34948.0	9.0	0.0	1328.0	0.0	0.0	0.0	2.0	808.0	410534.0	93.0	151282.0	1.0	112.0	16.0	13660.0	0.0	42.0	6.0	333653.0	3520.0	284.0	98.0	166.0	0.0	2.0	1.0	0.0	404.0	336.0	352.0	889.0	48.0	46.0	12.0	160542.0	14.0	48.0	0.0	4.0	8.0	14.0	20.0	0.0	576.0	46.0	36.0	0.0	147.0	13.0	3973.0	3180.0	0.0	45.0	2.0	62.0	2686.0	16050.0	12.0	0.0	121.0	0.0	178.0	0.0	0.0	2.0	4977.0	287.0	121.0	410.0	0.0	1.0	62.0	25106.0	2363.0	252.0	91189.0	2.0	52.0	8934.0	60.0	25776.0	11.0	567.0	56.0
hoolio	0.0	0.0	0.0	0.0	2164.0	279.0	0.0	0.0	0.0	0.0	0.0	678.0	3.0	2.0	0.0	0.0	0.0	3.0	3.0	0.0	704.0	0.0	0.0	4.0	0.0	0.0	800.0	0.0	0.0	169.0	4.0	0.0	0.0	0.0	0.0	3.0	19.0	0.0	0.0	5.0	0.0	0.0	0.0	238.0	0.0	0.0	0.0	7.0	0.0	0.0	288.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	1272.0	0.0	12.0	0.0	0.0	1.0	1.0	100.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	5.0	31.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	45.0	0.0	0.0	0.0	4.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	9.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	13.0	5.0	1.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	3.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	11.0	6.0	0.0	0.0	19.0	48.0	0.0	0.0	3.0	135.0	55.0	0.0	0.0	15.0	1.0	1.0	0.0	2.0	0.0
izuzak	2801.0	0.0	0.0	0.0	4316.0	0.0	21.0	1204.0	0.0	380.0	0.0	1900.0	24.0	432.0	1534.0	2.0	0.0	0.0	35.0	11092.0	6405.0	0.0	0.0	35544.0	5.0	2.0	3556.0	91991.0	0.0	8800.0	1124.0	0.0	3.0	1135.0	453.0	1661.0	1581.0	324.0	10670.0	1032.0	1.0	4.0	0.0	1813.0	32.0	0.0	0.0	1224.0	0.0	43.0	3099.0	1520.0	376.0	395.0	0.0	769.0	10.0	1155.0	1.0	0.0	0.0	3.0	2295.0	6.0	4.0	188238.0	810.0	864.0	461.0	12.0	0.0	3.0	5348.0	8.0	20.0	25.0	141333.0	30173.0	9.0	64678.0	0.0	11878.0	0.0	1.0	0.0	170.0	12.0	0.0	3057.0	28.0	31.0	31.0	0.0	145.0	9.0	1188.0	4092.0	8398.0	0.0	375.0	837.0	12046.0	0.0	1528.0	400.0	0.0	0.0	13493.0	1148.0	380919.0	2680.0	12.0	11517.0	0.0	3.0	1.0	375.0	0.0	1528.0	3098.0	4483.0	385.0	425.0	8.0	83.0	0.0	3.0	764.0	3.0	1295.0	651.0	1151.0	674.0	0.0	7.0	150322.0	2.0	0.0	0.0	704.0	9.0	0.0	16551.0	0.0	440475.0	30.0	120.0	0.0	248770.0	160.0	0.0	9.0	0.0	9069.0	8.0	90.0	2.0	7783.0	3067.0	275.0	1.0	0.0	1.0	0.0	441.0	768.0	601.0	42.0	18.0	2137.0	0.0	74.0	0.0	0.0	0.0	1936.0	48.0	41.0	0.0	0.0	13.0	15400.0	10.0	250686.0	1599.0	18452.0	0.0	2446.0	15122.0	21392.0	810.0	4359.0	3482.0	391.0
jakeboxer	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	45.0	0.0	96.0	127.0	0.0	0.0	6.0	0.0	15.0	0.0	0.0	15.0	175.0	0.0	4988.0	15.0	0.0	1187.0	0.0	0.0	0.0	48.0	0.0	0.0	9.0	0.0	1400.0	0.0	112.0	4.0	36.0	0.0	3.0	0.0	1020.0	6.0	0.0	0.0	14.0	0.0	0.0	12.0	0.0	3.0	333.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	5625.0	18.0	0.0	105.0	0.0	9.0	198.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313.0	319.0	37.0	0.0	437.0	0.0	0.0	54.0	0.0	0.0	0.0	13.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	25.0	0.0	0.0	0.0	27.0	30.0	0.0	0.0	0.0	9.0	9207.0	774.0	415.0	6.0	0.0	135.0	0.0	0.0	0.0	40.0	0.0	3.0	0.0	4.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	28.0	8.0	0.0	22.0	3.0	86.0	9.0	0.0	0.0	0.0	0.0	0.0	435.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	24.0	22.0	0.0	0.0	36.0	360.0	0.0	3180.0	0.0	79.0	0.0
jakedouglas	70.0	42.0	0.0	0.0	114.0	0.0	0.0	42.0	14.0	98.0	0.0	14.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	168.0	178.0	3.0	2.0	1824.0	0.0	0.0	126.0	0.0	0.0	320.0	776.0	0.0	0.0	0.0	0.0	114.0	0.0	0.0	238.0	28.0	42.0	0.0	0.0	16.0	0.0	8.0	0.0	42.0	0.0	0.0	140.0	56.0	0.0	14.0	0.0	28.0	0.0	42.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0	6330.0	14.0	28.0	20.0	0.0	5348.0	0.0	0.0	0.0	0.0	0.0	5166.0	1372.0	6642.0	2366.0	0.0	434.0	0.0	0.0	0.0	14.0	6.0	0.0	112.0	0.0	24.0	0.0	0.0	14.0	132.0	14.0	0.0	518.0	0.0	0.0	0.0	804.0	0.0	56.0	14.0	0.0	0.0	462.0	90.0	0.0	98.0	0.0	420.0	0.0	0.0	0.0	0.0	0.0	56.0	143.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	224.0	39.0	378.0	0.0	14.0	0.0	0.0	0.0	0.0	36.0	0.0	14.0	0.0	0.0	18.0	16226.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	336.0	2.0	0.0	0.0	928.0	112.0	377.0	9.0	0.0	0.0	0.0	26.0	28.0	0.0	0.0	6.0	56.0	0.0	20.0	0.0	0.0	112.0	70.0	0.0	0.0	0.0	0.0	0.0	560.0	0.0	9018.0	56.0	0.0	0.0	196.0	56.0	784.0	197.0	168.0	126.0	14.0
jameswhite	0.0	0.0	6.0	0.0	89.0	0.0	0.0	10.0	0.0	0.0	2.0	10.0	3.0	18.0	0.0	0.0	0.0	0.0	3.0	0.0	718.0	0.0	0.0	632.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	5.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	6.0	0.0	0.0	288.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	4.0	1.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	855.0	5.0	0.0	0.0	18.0	0.0	0.0	2.0	0.0	2.0	14.0	4.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	23.0	6.0	2.0	0.0	0.0	0.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	1618.0	4.0	0.0	55.0	0.0	0.0	19.0	1.0	0.0	0.0	10.0	0.0
jammur	6.0	0.0	0.0	0.0	89.0	0.0	2.0	2.0	0.0	0.0	0.0	48.0	3.0	180.0	0.0	0.0	0.0	0.0	25.0	652.0	716.0	0.0	0.0	22.0	0.0	2.0	4.0	0.0	0.0	3.0	114.0	0.0	6.0	1.0	6.0	80.0	0.0	17.0	0.0	1234.0	2.0	0.0	0.0	129.0	3.0	0.0	0.0	9.0	0.0	86.0	292.0	0.0	0.0	0.0	0.0	10.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	29.0	6.0	82.0	8.0	1.0	20.0	0.0	0.0	1.0	0.0	0.0	2.0	24.0	6.0	12.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	0.0	0.0	8.0	2.0	0.0	0.0	2.0	0.0	4.0	0.0	990.0	0.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	3.0	6.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	10.0	4.0	2.0	1.0	7.0	0.0	0.0	0.0	0.0	71.0	0.0	26.0	2.0	0.0	0.0	12.0	4.0	0.0	0.0	88.0	2.0	0.0	8.0	0.0	0.0	3.0	12.0	0.0	1.0	51.0	0.0	18.0	0.0	98.0	1.0	9.0	2.0	51.0	1.0	54.0	0.0	0.0	2.0	0.0	4.0	0.0	24.0	3.0	0.0	28.0	0.0	15.0	0.0	0.0	0.0	3.0	6.0	4.0	0.0	0.0	0.0	2.0	1.0	44.0	2.0	55.0	0.0	248.0	1545.0	1.0	14.0	0.0	18.0	16.0
jasonlong	0.0	0.0	0.0	0.0	13528.0	0.0	0.0	0.0	0.0	0.0	0.0	4626.0	0.0	1.0	1.0	0.0	0.0	1714.0	0.0	0.0	0.0	134.0	0.0	201.0	1.0	0.0	5000.0	13.0	0.0	1710.0	0.0	0.0	268.0	183.0	1.0	0.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	701.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	536.0	0.0	0.0	0.0	317.0	0.0	366.0	0.0	100.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	1005.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1123.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	411.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	1.0	0.0	0.0	3887.0	0.0	361.0	0.0	433.0	0.0	0.0	4.0	0.0	183.0	0.0	1.0	0.0	0.0	0.0	95.0	0.0	0.0	4422.0	0.0	0.0	0.0	25.0	3953.0	183.0	0.0	0.0	268.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.0	0.0	1767.0	0.0	0.0	0.0	0.0	0.0	45459.0	0.0	335.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	402.0	134.0	0.0	300.0	0.0	4.0	201.0	709.0	187.0	0.0	9.0	67.0	0.0	1206.0	0.0	0.0	183.0
jasonrudolph	1846.0	0.0	0.0	0.0	5210.0	0.0	0.0	1108.0	0.0	1.0	0.0	22.0	127.0	72.0	1476.0	0.0	88.0	4.0	11.0	4437.0	744.0	1.0	2778.0	32579.0	0.0	1.0	1911.0	227.0	0.0	6087.0	2.0	0.0	3.0	3.0	2.0	1122.0	0.0	32.0	4080.0	595.0	14.0	0.0	0.0	6.0	1.0	0.0	0.0	1121.0	0.0	51.0	748.0	1108.0	4.0	1.0	0.0	743.0	0.0	1107.0	1.0	0.0	0.0	0.0	2214.0	0.0	1.0	162753.0	397.0	779.0	369.0	0.0	141333.0	1.0	5166.0	0.0	2.0	0.0	0.0	27698.0	9.0	62361.0	0.0	11487.0	0.0	1.0	0.0	0.0	0.0	2.0	2953.0	4.0	1.0	0.0	0.0	1.0	0.0	373.0	0.0	126.0	319.0	38.0	0.0	9669.0	0.0	1476.0	409.0	0.0	0.0	12187.0	1109.0	880.0	2586.0	0.0	11080.0	0.0	0.0	0.0	1.0	1.0	1476.0	3010.0	17.0	371.0	2.0	27.0	0.0	8.0	0.0	738.0	24.0	1137.0	0.0	752.0	184.0	0.0	0.0	402.0	2.0	0.0	0.0	46.0	1.0	0.0	181.0	0.0	431985.0	0.0	0.0	0.0	645.0	25.0	0.0	9.0	0.0	7753.0	28.0	0.0	1.0	7399.0	2952.0	19.0	6.0	0.0	1.0	0.0	371.0	746.0	2.0	0.0	0.0	4149.0	0.0	5.0	0.0	0.0	12.0	1863.0	0.0	0.0	0.0	0.0	0.0	14760.0	0.0	236566.0	1477.0	47.0	0.0	2344.0	17.0	20296.0	743.0	4105.0	3328.0	377.0
jbarnette	385.0	0.0	6.0	0.0	920.0	0.0	0.0	246.0	59.0	213.0	2.0	674.0	6.0	865.0	300.0	18.0	0.0	30.0	141.0	912.0	1882.0	170.0	102.0	7813.0	0.0	11.0	500.0	908.0	0.0	1336.0	3847.0	0.0	288.0	12.0	5.0	2132.0	57.0	15.0	1038.0	7049.0	83.0	0.0	1.0	444.0	0.0	0.0	0.0	237.0	0.0	4718.0	928.0	325.0	4.0	116.0	10819.0	3493.0	0.0	261.0	11.0	0.0	0.0	121.0	454.0	50.0	11.0	33672.0	112.0	601.0	1597.0	3.0	30173.0	20.0	1372.0	6.0	24.0	1005.0	27698.0	0.0	11016.0	12678.0	0.0	2331.0	0.0	11.0	278.0	76.0	0.0	0.0	618.0	44.0	24.0	14.0	0.0	212.0	34.0	214.0	60.0	2180.0	0.0	73.0	4.0	2574.0	0.0	306.0	80.0	6.0	0.0	2499.0	535.0	3910.0	558.0	0.0	2276.0	0.0	0.0	0.0	19.0	0.0	304.0	5009.0	1003.0	143.0	15.0	5.0	2.0	1.0	0.0	152.0	46.0	1715.0	12.0	881.0	6.0	23.0	47.0	1650.0	22.0	0.0	1022.0	176.0	106.0	0.0	180.0	891.0	89794.0	43.0	0.0	60.0	2588.0	276.0	0.0	127.0	0.0	1712.0	2.0	0.0	11.0	2360.0	600.0	1184.0	18.0	0.0	13.0	0.0	166.0	10308.0	408.0	81.0	0.0	353.0	6.0	1804.0	0.0	0.0	184.0	473.0	32.0	435.0	30.0	0.0	0.0	3000.0	1625.0	49038.0	337.0	298.0	43.0	1908.0	659.0	4154.0	3281.0	853.0	2195.0	163.0
jch	0.0	63.0	0.0	0.0	3.0	0.0	0.0	147.0	474.0	3404.0	0.0	660.0	0.0	235.0	2.0	0.0	0.0	125.0	57.0	15.0	3867.0	0.0	467.0	8787.0	0.0	18.0	2244.0	0.0	0.0	300.0	2603.0	0.0	81.0	0.0	0.0	2748.0	250.0	16.0	2844.0	2877.0	1545.0	1.0	0.0	634.0	0.0	12.0	6.0	0.0	0.0	129.0	3906.0	474.0	15.0	484.0	84.0	15.0	0.0	0.0	3.0	0.0	0.0	0.0	27.0	0.0	12.0	5635.0	16.0	123.0	168.0	0.0	9.0	0.0	6642.0	0.0	6.0	0.0	9.0	11016.0	0.0	4.0	0.0	0.0	0.0	15.0	0.0	507.0	12.0	0.0	5.0	24.0	39.0	2154.0	0.0	742.0	2.0	9.0	784.0	17973.0	0.0	0.0	3.0	681.0	0.0	14.0	10.0	0.0	0.0	18.0	78.0	4.0	10.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	24.0	1041.0	791.0	957.0	99.0	0.0	0.0	0.0	45.0	60.0	225384.0	58269.0	0.0	11901.0	648.0	474.0	0.0	18.0	6.0	0.0	0.0	0.0	477.0	0.0	12.0	14.0	5442.0	0.0	0.0	0.0	0.0	75.0	12.0	501.0	0.0	1441.0	39.0	0.0	6.0	11508.0	0.0	10521.0	123.0	0.0	3.0	0.0	18.0	0.0	132.0	0.0	15.0	0.0	0.0	519.0	0.0	0.0	3794.0	5.0	156.0	0.0	0.0	0.0	0.0	22.0	0.0	40652.0	78.0	0.0	0.0	2272.0	1947.0	474.0	5239.0	481.0	24.0	51.0
