actor2	Caged	ChrisLundquist	ElizabethN	Foggybtmgirl	Haacked	ScarlettSparks	TwP	VxJasonxV	achiu	adelcambre	aden	afeld	alanjrogers	alindeman	alysonla	amateurhuman	ammeep	andrew	antonio	arfon	aroben	arrbee	asenchi	atmos	azizshamim	balevine	benbalter	benogle	bernars	bhuga	bkeepers	bleikamp	bleything	bnferguson	briandoll	brianmario	brntbeer	calavera	cameronmcefee	charliesome	chrishunt	chrissiebrodigan	ckj	cobyism	connors	d2fn	danishkhan	dannygreg	davideg	dbussink	defunkt	derekgr	devinreams	dewski	dgoodlad	dgraham	dice	dreww	dsorkin	eanakashima	emilyistoofunky	erebor	fabianperez	fooforge	furyus	gjtorikian	grantr	gregose	holman	hoolio	izuzak	jakeboxer	jakedouglas	jameswhite	jammur	jasonlong	jasonrudolph	jbarnette	jch	jdennes	jdmaturen	jdpace	jessephus	jesseplusplus	jfryman	jglovier	jgreet	jhosman	jlord	jmickeyd	jnewland	jnunemaker	joewilliams	johndbritton	jonmagic	jonrohan	jordanmccullough	josh	joshaber	joshvera	jroll	jspahrsummers	jssjr	juliamae	kansaichris	kasima	kcshearon	kdaigle	keithduncan	kevinsawicki	kneath	leehuffman	leereilly	leongersing	lildude	lizclink	lukehefson	lynnwallenstein	maddox	mastahyeti	matthewmccullough	mattyoho	mcolyer	mdiep	mdo	meatcoder	mhagger	michaeltwofish	mikemcquaid	mislav	mojombo	mtodd	muan	mutle	nakajima	nathansobo	neverett	newmerator	nickh	niik	nuclearsandwich	orderedlist	paulcbetts	peff	pengwynn	petros	piki	pjhyett	probablycorey	ptoomey3	rachelmyers	raganwald	rathjenc	rick	robrix	rodjek	rothsa	rsanheim	rsese	rtomayko	rubiojr	rubyist	sachinr	samlambert	sbryant	schacon	scottjg	shawndavenport	shayfrendt	shiftkey	simonsj	skalnik	sophiec	southgate	spicycode	spraints	sroberts	sshirokov	steveward	sundaykofax	talniv	tclem	technicalpickles	technoweenie	tekkub	thedaniel	tjl2	tmm1	tnm	tobiasahlin	vmg	watsonian	ymendel	zerowidth
jonrohan	16.0	12.0	6.0	0.0	6058.0	0.0	0.0	17.0	6.0	43.0	2.0	248.0	0.0	166.0	12.0	18.0	0.0	1049.0	22.0	14.0	96.0	1.0	36.0	852.0	9.0	3.0	212.0	523.0	0.0	97.0	2950.0	0.0	43.0	12.0	799.0	37.0	6.0	236.0	219.0	1190.0	2.0	0.0	10.0	1781.0	1017.0	0.0	17.0	3.0	1.0	86.0	383.0	12.0	3.0	10.0	67.0	14.0	0.0	3.0	4.0	0.0	0.0	0.0	17.0	8.0	5.0	3645.0	10.0	96.0	16.0	4.0	1188.0	0.0	14.0	4.0	4.0	1123.0	373.0	214.0	9.0	172.0	0.0	31.0	0.0	2.0	6.0	176.0	7.0	0.0	29.0	8.0	25.0	3.0	0.0	801.0	27.0	0.0	0.0	3490.0	0.0	8.0	0.0	32.0	0.0	4.0	1.0	6.0	0.0	39.0	19.0	1766.0	23.0	0.0	52.0	0.0	0.0	0.0	5.0	3161.0	14.0	10494.0	15.0	14.0	4.0	0.0	37146.0	0.0	3.0	3.0	4.0	2143.0	13.0	30.0	226.0	0.0	4.0	807.0	4.0	0.0	1.0	0.0	3164.0	8.0	89.0	0.0	1221.0	0.0	0.0	0.0	1290.0	51.0	0.0	18.0	0.0	56.0	0.0	0.0	3.0	84.0	8.0	39.0	1.0	0.0	9.0	6.0	10.0	6.0	7.0	0.0	5.0	8.0	6.0	192.0	0.0	0.0	2.0	19.0	29.0	34.0	18.0	0.0	12.0	40.0	3247.0	695.0	38.0	106.0	0.0	256.0	42.0	60.0	13.0	11.0	47.0	27.0
jordanmccullough	0.0	0.0	0.0	408.0	446.0	0.0	0.0	0.0	0.0	290.0	0.0	42498.0	0.0	45.0	1568.0	0.0	0.0	409.0	2856.0	0.0	191.0	2.0	0.0	183.0	0.0	0.0	48320.0	0.0	5304.0	0.0	964.0	0.0	4.0	0.0	0.0	135.0	242463.0	1632.0	2320.0	0.0	0.0	784.0	0.0	25477.0	0.0	0.0	0.0	0.0	0.0	0.0	290.0	0.0	0.0	625.0	0.0	0.0	5304.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1741.0	0.0	1.0	57367.0	45.0	4092.0	0.0	0.0	0.0	0.0	67.0	0.0	60.0	784.0	45.0	0.0	0.0	0.0	0.0	408.0	9384.0	0.0	0.0	0.0	0.0	113.0	0.0	0.0	15617.0	0.0	0.0	0.0	0.0	0.0	0.0	42552.0	1.0	0.0	0.0	408.0	0.0	0.0	870.0	0.0	96.0	784.0	0.0	4641.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	806208.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	1.0	0.0	0.0	22.0	60.0	919.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	26.0	0.0	0.0	0.0	0.0	870.0	767.0	0.0	5.0	4704.0	21.0	0.0	0.0	0.0	8568.0	0.0	23.0	0.0	6.0	2.0	0.0	0.0	57.0	0.0	48.0	2951.0	0.0	0.0	0.0	1.0	0.0	63.0	0.0	0.0	0.0
josh	5179.0	0.0	0.0	0.0	1683.0	0.0	1509.0	179.0	37.0	411.0	0.0	3516.0	529.0	35759.0	9.0	0.0	0.0	112.0	1326.0	490243.0	9020.0	51027.0	108.0	6016.0	0.0	134.0	3213.0	92.0	0.0	1596.0	87753.0	2.0	452.0	754.0	4571.0	46274.0	24.0	12843.0	403.0	100941.0	230.0	0.0	16.0	5107.0	3280.0	0.0	5842.0	2566.0	0.0	9373.0	70960.0	48.0	5.0	330.0	35.0	3365.0	754.0	0.0	118.0	196.0	0.0	3.0	27.0	1.0	118.0	66693.0	354.0	4838.0	3260.0	0.0	8398.0	313.0	518.0	0.0	990.0	0.0	126.0	2180.0	17973.0	9049.0	0.0	6.0	0.0	123.0	0.0	3002.0	765.0	0.0	0.0	477.0	118.0	8.0	0.0	198.0	1271.0	3490.0	0.0	0.0	3664.0	104.0	0.0	7316.0	0.0	2448.0	8.0	0.0	0.0	245.0	311.0	2611.0	5204.0	0.0	374.0	33.0	0.0	1.0	4.0	1.0	10.0	3680.0	7568.0	4385.0	158.0	80.0	54771.0	1.0	48.0	15.0	94002.0	141914.0	393.0	2487.0	1522.0	37.0	1.0	723.0	236.0	0.0	55.0	0.0	1207.0	0.0	5580.0	1378.0	1058.0	2400.0	9114.0	0.0	0.0	3744.0	5.0	1114.0	0.0	68739.0	694.0	6792.0	119.0	11077.0	754.0	15674.0	9.0	0.0	118.0	8.0	241.0	1.0	19908.0	0.0	8.0	3896.0	0.0	7104.0	0.0	0.0	305.0	80.0	70.0	11953.0	24.0	0.0	0.0	1725.0	761.0	2513.0	3130.0	0.0	1.0	17595.0	1134762.0	42.0	42885.0	42.0	3165.0	954.0
joshaber	56.0	0.0	0.0	0.0	4096.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0	760203.0	169.0	0.0	0.0	0.0	14385.0	0.0	0.0	31138.0	313433.0	0.0	0.0	0.0	56.0	0.0	148.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	1627.0	0.0	0.0	1276.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1127787.0	0.0	0.0	319.0	56.0	0.0	1.0	0.0	0.0	0.0	1364.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	319.0	0.0	0.0	0.0	0.0	319.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2046.0	0.0	0.0	0.0	3664.0	0.0	227076.0	0.0	21509938.0	0.0	0.0	0.0	0.0	0.0	0.0	180374.0	1736.0	0.0	0.0	0.0	3363.0	0.0	0.0	682.0	0.0	0.0	56.0	0.0	8.0	0.0	267276.0	0.0	0.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	112.0	3.0	0.0	148.0	66778.0	6946.0	3697.0	0.0	336.0	0.0	0.0	0.0	0.0	0.0	0.0	896.0	273361.0	0.0	0.0	56.0	0.0	448.0	0.0	0.0	0.0	0.0	0.0	0.0	13832.0	2130.0	0.0	636.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	1063.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	3048.0	184299.0	2046.0	336.0	0.0
joshvera	20.0	60.0	0.0	0.0	128.0	0.0	1.0	0.0	25.0	14.0	0.0	98.0	24107.0	17.0	0.0	0.0	0.0	277.0	0.0	1.0	540.0	19779.0	30.0	545.0	45.0	4.0	2.0	248.0	0.0	58.0	0.0	0.0	5.0	3.0	2.0	116.0	0.0	0.0	165.0	11.0	0.0	0.0	0.0	1.0	0.0	0.0	20.0	26667.0	0.0	0.0	37.0	16.0	1.0	2.0	67.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	45.0	0.0	375.0	37.0	0.0	0.0	0.0	0.0	38.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	10.0	0.0	55.0	0.0	0.0	1.0	0.0	8.0	0.0	104.0	227076.0	0.0	0.0	449412.0	0.0	0.0	0.0	0.0	0.0	10.0	3747.0	1004.0	0.0	0.0	2.0	87.0	0.0	1.0	1.0	0.0	30.0	57.0	1.0	0.0	1.0	7723.0	0.0	0.0	12.0	0.0	0.0	0.0	393.0	1.0	1.0	0.0	1.0	400.0	0.0	0.0	8.0	0.0	2.0	46.0	1449.0	496.0	243.0	0.0	24.0	0.0	645.0	1.0	0.0	0.0	0.0	80.0	7421.0	0.0	0.0	5.0	0.0	32.0	0.0	0.0	25.0	0.0	21.0	0.0	989.0	50.0	0.0	45.0	0.0	71.0	0.0	0.0	0.0	0.0	45.0	61.0	0.0	0.0	0.0	64.0	8140.0	0.0	0.0	77.0	0.0	0.0	47.0	60.0	13164.0	0.0	59.0	15.0
jroll	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	138.0	0.0	7647.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	1143.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	12.0	20005.0	0.0	1104.0	0.0	0.0	3.0	0.0	7626.0	0.0	0.0	0.0	0.0	0.0	0.0	138.0	0.0	0.0	280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	828.0	0.0	0.0	5210.0	4.0	837.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	871.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2250.0	0.0	0.0	42552.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	414.0	0.0	8.0	3.0	0.0	832.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40648.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	414.0	8.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	285.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
jspahrsummers	250.0	4767.0	0.0	0.0	39868.0	0.0	0.0	75.0	0.0	248.0	0.0	3120.0	1478547.0	372.0	100.0	3.0	148.0	27730.0	936.0	300.0	295238.0	662212.0	232.0	42563.0	0.0	124.0	125.0	366.0	0.0	11613.0	494.0	0.0	125.0	0.0	1.0	3671.0	0.0	4.0	2023.0	1684.0	5.0	0.0	0.0	39564.0	1.0	908.0	0.0	2159424.0	0.0	0.0	90343.0	202.0	3.0	3.0	67.0	50.0	0.0	3181.0	0.0	0.0	0.0	0.0	150.0	1.0	0.0	11253.0	25.0	51.0	1273.0	312.0	12046.0	437.0	804.0	312.0	312.0	0.0	9669.0	2574.0	681.0	4225.0	0.0	775.0	0.0	0.0	4.0	312.0	0.0	2.0	201.0	0.0	2726.0	0.0	0.0	4659.0	2.0	32.0	1.0	7316.0	21509938.0	449412.0	0.0	0.0	0.0	100.0	25.0	1.0	0.0	825.0	366680.0	3844.0	175.0	0.0	1062.0	5583.0	0.0	0.0	1553.0	1.0	100.0	393.0	6.0	769.0	1.0	515626.0	0.0	0.0	372.0	50.0	0.0	75.0	2.0	50.0	183.0	0.0	0.0	124.0	0.0	0.0	248.0	27897.0	1.0	366.0	136215.0	15377.0	35856.0	0.0	744.0	2.0	312.0	0.0	0.0	0.0	0.0	2821.0	531192.0	0.0	0.0	38874.0	200.0	992.0	0.0	0.0	0.0	0.0	26.0	50.0	30628.0	4410.0	681.0	13418.0	0.0	726.0	0.0	0.0	0.0	1104.0	1875.0	5.0	0.0	0.0	0.0	3060.0	0.0	16879.0	102.0	17160.0	0.0	377.0	5052.0	7639.0	408134.0	4936.0	1603.0	25.0
jssjr	0.0	223.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
juliamae	42.0	8.0	0.0	0.0	32.0	0.0	0.0	24.0	0.0	4.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	2.0	0.0	48.0	52.0	0.0	4.0	370.0	0.0	0.0	24.0	0.0	0.0	64.0	2.0	30.0	0.0	0.0	0.0	382.0	0.0	0.0	52.0	22.0	0.0	0.0	0.0	132.0	0.0	0.0	0.0	14.0	0.0	0.0	30.0	28.0	0.0	2.0	0.0	8.0	0.0	16.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	1838.0	4.0	8.0	2094.0	0.0	1528.0	0.0	56.0	0.0	0.0	0.0	1476.0	306.0	14.0	676.0	0.0	124.0	0.0	0.0	0.0	50.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2448.0	0.0	0.0	0.0	100.0	0.0	0.0	4.0	0.0	0.0	132.0	12.0	62.0	28.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0	800.0	32.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	256.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	4.0	4612.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	66.0	0.0	0.0	80.0	32.0	6.0	6.0	0.0	0.0	0.0	4.0	8.0	54.0	0.0	0.0	16.0	0.0	66.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	160.0	20.0	2566.0	16.0	174.0	0.0	24.0	22.0	220.0	10.0	44.0	168.0	4.0
kansaichris	5.0	0.0	0.0	1.0	332.0	0.0	0.0	3.0	0.0	0.0	0.0	733.0	0.0	0.0	7.0	36.0	0.0	1.0	7.0	17.0	8.0	0.0	10.0	148.0	90.0	0.0	7667.0	0.0	13.0	126.0	1179.0	0.0	0.0	54.0	1.0	3.0	15.0	1056.0	11.0	0.0	5.0	21.0	0.0	6124.0	36.0	0.0	0.0	3.0	0.0	5.0	8.0	3.0	18.0	0.0	0.0	5.0	13.0	3.0	0.0	4.0	0.0	0.0	43.0	108.0	0.0	3974.0	1.0	60.0	19.0	0.0	400.0	54.0	14.0	0.0	0.0	0.0	409.0	80.0	10.0	169.0	1.0	61.0	0.0	0.0	1.0	690.0	36.0	1.0	175.0	16.0	0.0	24.0	0.0	13.0	7.0	1.0	408.0	8.0	0.0	0.0	0.0	25.0	0.0	4.0	0.0	0.0	0.0	38.0	3.0	54.0	7.0	0.0	42.0	0.0	0.0	0.0	19.0	0.0	4.0	144.0	184.0	1.0	0.0	0.0	185.0	5.0	0.0	53.0	69.0	167.0	4644.0	34.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	5255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	3.0	56.0	26.0	36.0	4.0	0.0	0.0	0.0	47.0	7.0	0.0	0.0	1.0	14.0	0.0	0.0	0.0	21.0	3.0	5.0	7.0	0.0	0.0	0.0	18.0	41.0	0.0	646.0	6.0	1.0	5.0	6.0	2.0	57.0	2.0	40.0	9.0	3.0
kasima	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	2425.0	1.0	3.0	0.0	0.0	0.0	1.0	8.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	490.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	262.0	0.0	2.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	16.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	1.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
kcshearon	0.0	0.0	0.0	0.0	629.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
kdaigle	171.0	24.0	0.0	0.0	264.0	0.0	0.0	5604.0	10.0	17.0	0.0	249.0	0.0	146.0	132.0	0.0	0.0	18.0	24.0	978.0	379.0	0.0	12.0	163268.0	18.0	3.0	195.0	0.0	0.0	583.0	558.0	0.0	12.0	0.0	0.0	129.0	417.0	11564.0	394.0	1215.0	3.0	0.0	1.0	194.0	0.0	0.0	8.0	99.0	0.0	87.0	370.0	103.0	1.0	873.0	7.0	76.0	0.0	966.0	6.0	0.0	0.0	290.0	200.0	0.0	2.0	94790.0	39.0	148.0	72.0	0.0	13493.0	0.0	462.0	0.0	4.0	0.0	12187.0	2499.0	18.0	5577.0	0.0	4497.0	0.0	3.0	0.0	20.0	1.0	0.0	268.0	2321.0	2914.0	0.0	0.0	51.0	6.0	39.0	870.0	245.0	0.0	10.0	414.0	825.0	0.0	132.0	38.0	0.0	0.0	0.0	103.0	0.0	237.0	1156.0	1880.0	0.0	289.0	0.0	0.0	0.0	146.0	631.0	827.0	37.0	10.0	3.0	290.0	1.0	3.0	67.0	18785.0	233.0	0.0	94.0	1.0	0.0	0.0	12.0	4.0	0.0	0.0	0.0	580.0	10.0	1.0	0.0	41183.0	0.0	0.0	0.0	0.0	51.0	1.0	23.0	0.0	710.0	3.0	0.0	2.0	703.0	264.0	9015.0	0.0	0.0	12.0	0.0	3812.0	67.0	4.0	1734.0	0.0	135.0	0.0	32.0	0.0	0.0	0.0	165.0	31.0	22.0	0.0	0.0	0.0	1321.0	3256.0	578678.0	722.0	12.0	0.0	3338.0	93.0	1815.0	112.0	15107.0	330.0	57.0
keithduncan	16.0	504.0	12.0	0.0	121.0	279.0	0.0	31.0	0.0	11.0	4.0	39.0	11092.0	196.0	12.0	0.0	0.0	210.0	22.0	38.0	764.0	5274.0	24.0	8476.0	0.0	3.0	19.0	0.0	0.0	1236.0	28.0	0.0	59.0	0.0	0.0	348.0	12.0	24.0	33.0	1199.0	2.0	0.0	0.0	24.0	0.0	96.0	0.0	14524.0	0.0	86.0	9.0	24.0	0.0	6.0	268.0	16.0	0.0	13.0	2.0	0.0	114.0	0.0	32.0	0.0	2.0	1352.0	9.0	88.0	42.0	1.0	1148.0	13.0	90.0	8.0	4.0	0.0	1109.0	535.0	78.0	511.0	0.0	93.0	1.0	2.0	20.0	8.0	31.0	7.0	60.0	8.0	326.0	4.0	0.0	12.0	28.0	19.0	0.0	311.0	180374.0	3747.0	0.0	366680.0	0.0	12.0	3.0	0.0	0.0	103.0	0.0	32.0	27.0	0.0	94.0	39.0	0.0	0.0	2.0	0.0	20.0	307.0	0.0	7.0	3.0	4515.0	0.0	0.0	244.0	6.0	0.0	69.0	0.0	34.0	0.0	0.0	8.0	13.0	4.0	0.0	10.0	0.0	15.0	0.0	1150.0	128.0	3602.0	0.0	6.0	2.0	0.0	50.0	0.0	18.0	13.0	119.0	4216.0	4.0	2.0	4023.0	24.0	62.0	4641.0	0.0	6.0	0.0	35.0	6.0	336.0	24.0	72.0	23.0	12.0	151.0	0.0	0.0	0.0	35.0	6.0	20.0	0.0	19.0	0.0	137.0	3236.0	2005.0	63.0	0.0	0.0	308.0	123.0	219.0	3961.0	59.0	126.0	19.0
kevinsawicki	4027.0	124.0	0.0	0.0	597.0	279.0	6.0	186.0	0.0	942.0	0.0	3333.0	1240.0	213.0	4.0	6.0	0.0	31.0	0.0	1950.0	5764.0	143418.0	62.0	276.0	24.0	31.0	3363.0	230690.0	0.0	12106.0	338.0	465.0	79.0	2652.0	900.0	1117.0	50.0	169.0	16152.0	148.0	0.0	3.0	6.0	1031.0	17.0	63.0	6.0	630.0	0.0	0.0	6.0	1159.0	883.0	917.0	0.0	0.0	3.0	62.0	0.0	0.0	114.0	48.0	10.0	18.0	0.0	32764.0	1240.0	254.0	34948.0	3.0	380919.0	9.0	0.0	0.0	3.0	411.0	880.0	3910.0	4.0	42.0	0.0	0.0	1.0	0.0	0.0	716.0	42.0	7.0	0.0	0.0	2.0	114.0	0.0	0.0	254.0	1766.0	96.0	2611.0	1736.0	1004.0	8.0	3844.0	0.0	62.0	54.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	14.0	93.0	0.0	0.0	891.0	0.0	12152.0	52.0	1496.0	0.0	7237.0	0.0	24753.0	0.0	93.0	36.0	9.0	68.0	774.0	889.0	1124.0	0.0	69.0	373282.0	0.0	0.0	458.0	0.0	1347.0	0.0	40792.0	4200.0	1712.0	9.0	270.0	24.0	628356.0	459.0	0.0	0.0	13.0	3437.0	806.0	27.0	0.0	88.0	6.0	551.0	95.0	0.0	0.0	4.0	0.0	4066.0	8977.0	30.0	0.0	1245.0	0.0	21.0	0.0	0.0	0.0	128.0	0.0	48.0	24.0	19.0	3.0	1232.0	349.0	26.0	61.0	49102.0	0.0	81.0	4587.0	882.0	102143.0	118.0	192.0	0.0
kneath	35.0	4.0	0.0	0.0	60.0	0.0	0.0	24.0	1.0	0.0	0.0	296.0	0.0	217.0	30.0	0.0	0.0	1.0	34.0	97.0	67.0	0.0	0.0	649.0	0.0	3.0	1222.0	0.0	0.0	113.0	9.0	6.0	9.0	0.0	0.0	66.0	343.0	0.0	180.0	2596.0	4.0	1.0	0.0	34.0	0.0	0.0	30.0	21.0	0.0	129.0	372.0	22.0	2.0	162.0	0.0	29.0	0.0	21.0	3.0	0.0	0.0	0.0	42.0	0.0	3.0	3096.0	16.0	137.0	9.0	0.0	2680.0	0.0	98.0	0.0	6.0	0.0	2586.0	558.0	10.0	1183.0	0.0	217.0	0.0	3.0	0.0	9.0	0.0	0.0	744.0	12.0	3.0	3.0	0.0	18.0	567.0	23.0	784.0	5204.0	0.0	0.0	3.0	175.0	0.0	28.0	7.0	0.0	0.0	237.0	27.0	0.0	0.0	0.0	244.0	3.0	0.0	0.0	0.0	1.0	28.0	146.0	788.0	34.0	3.0	0.0	0.0	0.0	0.0	14.0	0.0	642.0	0.0	54.0	2.0	0.0	1.0	18.0	6.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	8072.0	0.0	0.0	0.0	0.0	75.0	0.0	27.0	0.0	159.0	0.0	0.0	3.0	197.0	56.0	57.0	1.0	0.0	3.0	0.0	13.0	14.0	3.0	0.0	6.0	28.0	0.0	19.0	0.0	0.0	1.0	35.0	0.0	52.0	0.0	0.0	0.0	280.0	4.0	4550.0	41.0	0.0	0.0	423.0	51.0	385.0	29.0	78.0	84.0	31.0
