	actor	event_count	event_count_log
60220	laithserhan	581	2.7641761323903307
60221	derekgates	581	2.7641761323903307
60222	chrisochs	581	2.7641761323903307
60223	lgoltz	581	2.7641761323903307
60224	marka2g	581	2.7641761323903307
60225	alexdunae	581	2.7641761323903307
60226	cky2250	581	2.7641761323903307
60227	skaldarnar	581	2.7641761323903307
60228	chickendiver	581	2.7641761323903307
60229	HerringtonDarkholme	581	2.7641761323903307
60230	Krenair	581	2.7641761323903307
60231	kevdliu	581	2.7641761323903307
60232	frankcaron	581	2.7641761323903307
60233	denuno	581	2.7641761323903307
60234	monkeythecoder	581	2.7641761323903307
60235	dceejay	581	2.7641761323903307
60236	avengerpenguin	581	2.7641761323903307
60237	DSB	581	2.7641761323903307
60238	agirbal	581	2.7641761323903307
60239	rykov	581	2.7641761323903307
60240	rectifyer	581	2.7641761323903307
60241	mquasten	581	2.7641761323903307
60242	HenningJ	581	2.7641761323903307
60243	tpeng	581	2.7641761323903307
60244	up2u	581	2.7641761323903307
60245	onishiweb	581	2.7641761323903307
60246	wakeless	581	2.7641761323903307
60247	cyt	581	2.7641761323903307
60248	fforbeck	580	2.7634279935629373
60249	upstill	580	2.7634279935629373
60250	fabregas	580	2.7634279935629373
60251	vikasburman	580	2.7634279935629373
60252	bmourit	580	2.7634279935629373
60253	sazzer	580	2.7634279935629373
60254	usirin	580	2.7634279935629373
60255	Zander1983	580	2.7634279935629373
60256	gslin	580	2.7634279935629373
60257	r2theob23	580	2.7634279935629373
60258	bman917	580	2.7634279935629373
60259	rioforce	580	2.7634279935629373
60260	ddysher	580	2.7634279935629373
60261	rbscloud	580	2.7634279935629373
60262	martin0258	580	2.7634279935629373
60263	ash106	580	2.7634279935629373
60264	sixty-nine	580	2.7634279935629373
60265	andreilupu	580	2.7634279935629373
60266	farces	580	2.7634279935629373
60267	jptacek	580	2.7634279935629373
60268	StrictlySkyler	580	2.7634279935629373
60269	wtfaremyinitials	580	2.7634279935629373
60270	barryorourke	580	2.7634279935629373
60271	brovercleveland	580	2.7634279935629373
60272	jhughes	580	2.7634279935629373
60273	galengidman	580	2.7634279935629373
60274	nickcherryjiggz	580	2.7634279935629373
60275	aakashd	580	2.7634279935629373
60276	dr-j	580	2.7634279935629373
60277	wmedvede	580	2.7634279935629373
60278	shapeoko	580	2.7634279935629373
60279	xxx	580	2.7634279935629373
60280	shinpei0208	580	2.7634279935629373
60281	calltl	580	2.7634279935629373
60282	metaphox	580	2.7634279935629373
60283	ystein	580	2.7634279935629373
60284	claudiodsf	580	2.7634279935629373
60285	adaptives	580	2.7634279935629373
60286	dcd11	580	2.7634279935629373
60287	richard-cms	580	2.7634279935629373
60288	clooth	580	2.7634279935629373
60289	Ava-A	580	2.7634279935629373
60290	s474959009	580	2.7634279935629373
60291	joshmh	580	2.7634279935629373
60292	pepito2k	580	2.7634279935629373
60293	simpulton	580	2.7634279935629373
60294	sergiom23	580	2.7634279935629373
60295	geekscape	580	2.7634279935629373
60296	webcrafts	580	2.7634279935629373
60297	gsluthra	580	2.7634279935629373
60298	katryo	580	2.7634279935629373
60299	richardtraindl	580	2.7634279935629373
60300	Falc	580	2.7634279935629373
60301	megatolya	580	2.7634279935629373
60302	jdcantrell	580	2.7634279935629373
60303	francistm	580	2.7634279935629373
60304	JayUnt	580	2.7634279935629373
60305	Chanaka	580	2.7634279935629373
60306	jpolo	580	2.7634279935629373
60307	shvid	580	2.7634279935629373
60308	Tpt	580	2.7634279935629373
60309	drojas	580	2.7634279935629373
60310	alekiy	580	2.7634279935629373
60311	bjarkehs	580	2.7634279935629373
60312	samuelbustamante	580	2.7634279935629373
60313	rcosnita	580	2.7634279935629373
60314	stevenla	580	2.7634279935629373
60315	laconbass	580	2.7634279935629373
60316	tqwhite	580	2.7634279935629373
60317	zackmdavis	580	2.7634279935629373
60318	swarnava	580	2.7634279935629373
60319	joekarl	580	2.7634279935629373
60320	max-m	580	2.7634279935629373
60321	Jarlakxen	580	2.7634279935629373
60322	limansky	580	2.7634279935629373
60323	justinkim	580	2.7634279935629373
60324	taojonesin	580	2.7634279935629373
60325	ruphy	580	2.7634279935629373
60326	mgvazquez	580	2.7634279935629373
60327	alecharp	580	2.7634279935629373
60328	tanaka-takayoshi	580	2.7634279935629373
60329	bhameyie	580	2.7634279935629373
60330	edrands	580	2.7634279935629373
60331	dghost	580	2.7634279935629373
60332	maiha	580	2.7634279935629373
60333	viveksjain	580	2.7634279935629373
60334	khowe	580	2.7634279935629373
60335	cokecoffe	580	2.7634279935629373
60336	Sharagoz	580	2.7634279935629373
60337	dndn	580	2.7634279935629373
60338	JuanCAlpizar	580	2.7634279935629373
60339	tmshv	580	2.7634279935629373
60340	CharlesT100	580	2.7634279935629373
60341	adam8810	580	2.7634279935629373
60342	anthracite	580	2.7634279935629373
60343	RaoulDijksman	580	2.7634279935629373
60344	ruitao	580	2.7634279935629373
60345	bjoska	580	2.7634279935629373
60346	redcamel	580	2.7634279935629373
60347	coderofsalvation	580	2.7634279935629373
60348	frasator	580	2.7634279935629373
60349	shogun70	580	2.7634279935629373
60350	pcostesi	580	2.7634279935629373
60351	felippemr	580	2.7634279935629373
60352	br1anchen	580	2.7634279935629373
60353	goooooouwa	580	2.7634279935629373
60354	craigsapp	580	2.7634279935629373
60355	RobBikmansurov	580	2.7634279935629373
60356	wehriam	580	2.7634279935629373
60357	2-718	580	2.7634279935629373
60358	shangrz	580	2.7634279935629373
60359	ulyssecarion	580	2.7634279935629373
60360	toshipon	580	2.7634279935629373
60361	tsommer	580	2.7634279935629373
60362	corelanc0d3r	580	2.7634279935629373
60363	lemoness	580	2.7634279935629373
60364	hydrocul	580	2.7634279935629373
60365	mdbs99	580	2.7634279935629373
60366	gbaptista	580	2.7634279935629373
60367	yuex	580	2.7634279935629373
60368	lunarnet76	580	2.7634279935629373
60369	taberhuang	580	2.7634279935629373
60370	KapteinBabbalas	580	2.7634279935629373
60371	hannon235	580	2.7634279935629373
60372	kloon	580	2.7634279935629373
60373	morrxy	580	2.7634279935629373
60374	skuenzli	580	2.7634279935629373
60375	nrstott	580	2.7634279935629373
60376	marek-saji	580	2.7634279935629373
60377	ViktorThrelkeld	580	2.7634279935629373
60378	joshuaconner	580	2.7634279935629373
60379	xaprb	580	2.7634279935629373
60380	stefanoantonel	580	2.7634279935629373
60381	rplevy-draker	580	2.7634279935629373
60382	exviva	580	2.7634279935629373
60383	soapdog	580	2.7634279935629373
60384	tsvensen	580	2.7634279935629373
60385	realmyst	580	2.7634279935629373
60386	Mekapaedia	580	2.7634279935629373
60387	zhongwei0752	579	2.762678563727436
60388	CharlesHolbrow	579	2.762678563727436
60389	jose1988	579	2.762678563727436
60390	jamesblack	579	2.762678563727436
60391	chadluo	579	2.762678563727436
60392	laurentkempe	579	2.762678563727436
60393	tailsu	579	2.762678563727436
60394	mfawcett	579	2.762678563727436
60395	ROMOPAT	579	2.762678563727436
60396	ppazos	579	2.762678563727436
60397	tiw	579	2.762678563727436
60398	stijlist	579	2.762678563727436
60399	khannedy	579	2.762678563727436
60400	lmarkus	579	2.762678563727436
60401	roycyang	579	2.762678563727436
60402	samfoo	579	2.762678563727436
60403	whit	579	2.762678563727436
60404	lzyy	579	2.762678563727436
60405	markstoehr	579	2.762678563727436
60406	quanc	579	2.762678563727436
60407	cschwede	579	2.762678563727436
60408	tedeh	579	2.762678563727436
60409	etivano	579	2.762678563727436
60410	japherwocky	579	2.762678563727436
60411	mricon	579	2.762678563727436
60412	Wishbringer	579	2.762678563727436
60413	doolittle	579	2.762678563727436
60414	bieli	579	2.762678563727436
60415	bjtitus	579	2.762678563727436
60416	ptressel	579	2.762678563727436
60417	ismetkahraman	579	2.762678563727436
60418	jokki	579	2.762678563727436
60419	antz29	579	2.762678563727436
60420	jbaker0428	579	2.762678563727436
60421	amirgorod	579	2.762678563727436
60422	someboddy	579	2.762678563727436
60423	charles2	579	2.762678563727436
60424	angeloid	579	2.762678563727436
60425	edent	579	2.762678563727436
60426	gureedo	579	2.762678563727436
60427	ebourg	579	2.762678563727436
60428	cdmoyer	579	2.762678563727436
60429	greggb	579	2.762678563727436
60430	Kcchouette	579	2.762678563727436
60431	Tgy31	579	2.762678563727436
60432	pharaun	579	2.762678563727436
60433	keithgabryelski	579	2.762678563727436
60434	relsi	579	2.762678563727436
60435	hashrocketeer	579	2.762678563727436
60436	itkach	579	2.762678563727436
60437	templeman	579	2.762678563727436
60438	alanthing	579	2.762678563727436
60439	cyberious	579	2.762678563727436
60440	Olly-	579	2.762678563727436
60441	mruokojo	579	2.762678563727436
60442	psaikko	579	2.762678563727436
60443	d	579	2.762678563727436
60444	yujikiriki	579	2.762678563727436
60445	renatosousafilho	579	2.762678563727436
60446	george-silva	579	2.762678563727436
60447	adamwathan	579	2.762678563727436
60448	lewisflude	579	2.762678563727436
60449	larsthorup	579	2.762678563727436
60450	inspirit	579	2.762678563727436
60451	soe	579	2.762678563727436
60452	salpeev	579	2.762678563727436
60453	spacewaffle	579	2.762678563727436
60454	jgautier	579	2.762678563727436
60455	joh06937	579	2.762678563727436
60456	jbaumgar	579	2.762678563727436
60457	indesign47	579	2.762678563727436
60458	jezhiggins	579	2.762678563727436
60459	chardan	579	2.762678563727436
60460	lorenzoriano	579	2.762678563727436
60461	hiren443	579	2.762678563727436
60462	jamesrossiter	579	2.762678563727436
60463	phvannor	579	2.762678563727436
60464	adampickering	579	2.762678563727436
60465	zergtmn	579	2.762678563727436
60466	SwimDude0614	579	2.762678563727436
60467	vsoftco	579	2.762678563727436
60468	wrouesnel	579	2.762678563727436
60469	yuxel	579	2.762678563727436
60470	fanchylee	579	2.762678563727436
60471	rscholer	579	2.762678563727436
60472	maxim-komar	579	2.762678563727436
60473	naomiaro	579	2.762678563727436
60474	dylanb	579	2.762678563727436
60475	evhub	579	2.762678563727436
60476	lhp81	579	2.762678563727436
60477	manuelcalerosolis	579	2.762678563727436
60478	Anviking	579	2.762678563727436
60479	jquacinella	579	2.762678563727436
60480	vincent4vx	579	2.762678563727436
60481	jurcicek	579	2.762678563727436
60482	datboitom	579	2.762678563727436
60483	hyg	579	2.762678563727436
60484	williambarry007	579	2.762678563727436
60485	rubenspgcavalcante	579	2.762678563727436
60486	ordinarywebguy	579	2.762678563727436
60487	KSoto	579	2.762678563727436
60488	panicbus	579	2.762678563727436
60489	arthur503	579	2.762678563727436
60490	kineticfocus	579	2.762678563727436
60491	lexaux	579	2.762678563727436
60492	ntpeters	579	2.762678563727436
60493	Divi	579	2.762678563727436
60494	cvoltz	579	2.762678563727436
60495	LadaAnastasiia	579	2.762678563727436
60496	mikelward	579	2.762678563727436
60497	obiltschnig	579	2.762678563727436
60498	m0fx64	579	2.762678563727436
60499	chion2	579	2.762678563727436
60500	vishnubob	579	2.762678563727436
60501	ricbra	579	2.762678563727436
60502	anthonybarber2	579	2.762678563727436
60503	tcomte	578	2.761927838420529
60504	SpaceManiac	578	2.761927838420529
60505	vdupain	578	2.761927838420529
60506	comfortablynumb	578	2.761927838420529
60507	michaelbjames	578	2.761927838420529
60508	rdiachenko	578	2.761927838420529
60509	jepkri	578	2.761927838420529
60510	coolxeo	578	2.761927838420529
60511	crispywalrus	578	2.761927838420529
60512	proteneer	578	2.761927838420529
60513	devildeveloper	578	2.761927838420529
60514	maoy	578	2.761927838420529
60515	tmslnz	578	2.761927838420529
60516	jgagnon1	578	2.761927838420529
60517	loicrouchon	578	2.761927838420529
60518	bokhi	578	2.761927838420529
60519	kryel	578	2.761927838420529
60520	xfun68	578	2.761927838420529
60521	AngryPowman	578	2.761927838420529
60522	caballero	578	2.761927838420529
60523	digitalBush	578	2.761927838420529
60524	caccheme	578	2.761927838420529
60525	umitunal	578	2.761927838420529
60526	aababilov	578	2.761927838420529
60527	cydh	578	2.761927838420529
60528	ohare	578	2.761927838420529
60529	jb-aero	578	2.761927838420529
60530	mrumkovskis	578	2.761927838420529
60531	haibane84	578	2.761927838420529
60532	int32at	578	2.761927838420529
60533	jrsmith3	578	2.761927838420529
60534	andreygavrilov	578	2.761927838420529
60535	kjellm	578	2.761927838420529
60536	icub3d	578	2.761927838420529
60537	basicsharp	578	2.761927838420529
60538	sebkinne	578	2.761927838420529
60539	kiryx	578	2.761927838420529
60540	arctarus	578	2.761927838420529
60541	rcrmn	578	2.761927838420529
60542	dgilland	578	2.761927838420529
60543	hasokeric	578	2.761927838420529
60544	bh-lay	578	2.761927838420529
60545	machal	578	2.761927838420529
60546	elimgoodman	578	2.761927838420529
60547	locochris	578	2.761927838420529
60548	klaseskilson	578	2.761927838420529
60549	spmason	578	2.761927838420529
60550	andergmartins	578	2.761927838420529
60551	tiagorg	578	2.761927838420529
60552	davidalexander	578	2.761927838420529
60553	zonedabone	578	2.761927838420529
60554	tarjei	578	2.761927838420529
60555	jawsthegame	578	2.761927838420529
60556	jenniferdr	578	2.761927838420529
60557	muhammedabuali	578	2.761927838420529
60558	outadoc	578	2.761927838420529
60559	hongaar	578	2.761927838420529
60560	crowding	578	2.761927838420529
60561	gwis	578	2.761927838420529
60562	lonjoy	578	2.761927838420529
60563	MartijnWoudstra	578	2.761927838420529
60564	figment	578	2.761927838420529
60565	jsomers	578	2.761927838420529
60566	rhatto	578	2.761927838420529
60567	Mavtak	578	2.761927838420529
60568	Hoffi1	578	2.761927838420529
60569	jsm85	578	2.761927838420529
60570	YuanQY	578	2.761927838420529
60571	statguy	578	2.761927838420529
60572	sunny0425	578	2.761927838420529
60573	mbforbes	578	2.761927838420529
60574	2-B	578	2.761927838420529
60575	billfeller	578	2.761927838420529
60576	jhough10	578	2.761927838420529
60577	mikosik	578	2.761927838420529
60578	marcellmars	578	2.761927838420529
60579	brianllamar	578	2.761927838420529
60580	gustavohenrique	578	2.761927838420529
60581	soeleman	578	2.761927838420529
60582	StrangeNoises	578	2.761927838420529
60583	Moebius-Strip	578	2.761927838420529
60584	eraserewind	578	2.761927838420529
60585	brainflake	578	2.761927838420529
60586	tatermoti	578	2.761927838420529
60587	brunophilipe	578	2.761927838420529
60588	prakapenka	578	2.761927838420529
60589	redhead	578	2.761927838420529
60590	dglazkov	578	2.761927838420529
60591	agent462	578	2.761927838420529
60592	DXist	578	2.761927838420529
60593	robinator	578	2.761927838420529
60594	germanop	578	2.761927838420529
60595	TreeGames	578	2.761927838420529
60596	jettero	578	2.761927838420529
60597	Jennis	578	2.761927838420529
60598	tokumura	578	2.761927838420529
60599	anssiko	578	2.761927838420529
60600	djfarrelly	578	2.761927838420529
60601	kombai	578	2.761927838420529
60602	Arcanedev-maroc	578	2.761927838420529
60603	linvinus	578	2.761927838420529
60604	peterkhayes	578	2.761927838420529
60605	t1	578	2.761927838420529
60606	jeaye	578	2.761927838420529
60607	Mayccoll	578	2.761927838420529
60608	cojennin	578	2.761927838420529
60609	Helgart	578	2.761927838420529
60610	agh	578	2.761927838420529
60611	iaml	578	2.761927838420529
60612	meneghinello-andrea	578	2.761927838420529
60613	htanjo	578	2.761927838420529
60614	oldskool	578	2.761927838420529
60615	ReAzem	578	2.761927838420529
60616	bergenhem	578	2.761927838420529
60617	jptr	578	2.761927838420529
60618	buk	578	2.761927838420529
60619	anfeng	578	2.761927838420529
60620	BDNelson123	578	2.761927838420529
60621	macrohard	578	2.761927838420529
60622	undermink	578	2.761927838420529
60623	dashster18	578	2.761927838420529
60624	heavensrevenge	578	2.761927838420529
60625	hongbin	578	2.761927838420529
60626	magmax	578	2.761927838420529
60627	smesdaghi	578	2.761927838420529
60628	jrmontag	578	2.761927838420529
60629	jjlabrador	578	2.761927838420529
60630	JonahMoses	578	2.761927838420529
60631	nicib83	578	2.761927838420529
60632	booch	578	2.761927838420529
60633	hortonew	578	2.761927838420529
60634	BinaryRage	578	2.761927838420529
60635	peter-mw	578	2.761927838420529
60636	envex	578	2.761927838420529
60637	dariosus	578	2.761927838420529
60638	wcmatthysen	577	2.7611758131557314
60639	reaperrr	577	2.7611758131557314
60640	yshui	577	2.7611758131557314
60641	galievruslan	577	2.7611758131557314
60642	julianpeeters	577	2.7611758131557314
60643	eli-frey	577	2.7611758131557314
60644	lcaballero	577	2.7611758131557314
60645	illusori	577	2.7611758131557314
60646	ryanbrunner	577	2.7611758131557314
60647	kfn8dkodemonkey	577	2.7611758131557314
60648	benhj	577	2.7611758131557314
60649	ekubokirs	577	2.7611758131557314
60650	dmoutal	577	2.7611758131557314
60651	sabaka	577	2.7611758131557314
60652	tnachen	577	2.7611758131557314
60653	mcat	577	2.7611758131557314
60654	labriola	577	2.7611758131557314
60655	intgr	577	2.7611758131557314
60656	bwoebi	577	2.7611758131557314
60657	pazdera	577	2.7611758131557314
60658	samglover	577	2.7611758131557314
60659	modemlooper	577	2.7611758131557314
60660	btobolaski	577	2.7611758131557314
60661	alyssamichelle	577	2.7611758131557314
60662	thebnich	577	2.7611758131557314
60663	damiengarbarino	577	2.7611758131557314
60664	danac78	577	2.7611758131557314
60665	number23	577	2.7611758131557314
60666	ctaloi	577	2.7611758131557314
60667	nicholasmalaya	577	2.7611758131557314
60668	aloy	577	2.7611758131557314
60669	IOIOI	577	2.7611758131557314
60670	blaskovic	577	2.7611758131557314
60671	lysaallen	577	2.7611758131557314
60672	upphiminn	577	2.7611758131557314
60673	brunosfernandes	577	2.7611758131557314
60674	sonrisa	577	2.7611758131557314
60675	jasonrobb	577	2.7611758131557314
60676	lsjroberts	577	2.7611758131557314
60677	Credochen	577	2.7611758131557314
60678	robinfhu	577	2.7611758131557314
60679	rbartoli	577	2.7611758131557314
60680	awiddersheim	577	2.7611758131557314
60681	starlays	577	2.7611758131557314
60682	jbondhus	577	2.7611758131557314
60683	leovanhaaren	577	2.7611758131557314
60684	killix	577	2.7611758131557314
60685	catchit	577	2.7611758131557314
60686	cnvogelg	577	2.7611758131557314
60687	mschober	577	2.7611758131557314
60688	zziuni	577	2.7611758131557314
60689	nilmethod	577	2.7611758131557314
60690	gaborsar	577	2.7611758131557314
60691	nms42	577	2.7611758131557314
60692	manojiitkgp09	577	2.7611758131557314
60693	petesiss	577	2.7611758131557314
60694	marexandre	577	2.7611758131557314
60695	iph0	577	2.7611758131557314
60696	jjohnson283	577	2.7611758131557314
60697	mlundblad	577	2.7611758131557314
60698	meurkens	577	2.7611758131557314
60699	merovigiam	577	2.7611758131557314
60700	SwingCoder	577	2.7611758131557314
60701	presbrey	577	2.7611758131557314
60702	atcheung	577	2.7611758131557314
60703	geckotang	577	2.7611758131557314
60704	superduper	577	2.7611758131557314
60705	hsarmiento	577	2.7611758131557314
60706	lupfeliz	577	2.7611758131557314
60707	mdevilliers	577	2.7611758131557314
60708	dhedlund	577	2.7611758131557314
60709	nszceta	577	2.7611758131557314
60710	carbontwelve	577	2.7611758131557314
60711	nayyarv	577	2.7611758131557314
60712	mikespokefire	577	2.7611758131557314
60713	blurredbits	577	2.7611758131557314
60714	zw1232002	577	2.7611758131557314
60715	kcnickerson	577	2.7611758131557314
60716	DmitryBaranovskiy	577	2.7611758131557314
60717	nguyenchiencong	577	2.7611758131557314
60718	ericmuyser	577	2.7611758131557314
60719	ismtlee	577	2.7611758131557314
60720	suzuken	577	2.7611758131557314
60721	Sembiance	577	2.7611758131557314
60722	Grawl	577	2.7611758131557314
60723	mgirouard	577	2.7611758131557314
60724	dvicory	577	2.7611758131557314
60725	o-nix	577	2.7611758131557314
60726	RadioLemon	577	2.7611758131557314
60727	biozic	577	2.7611758131557314
60728	brookhong	577	2.7611758131557314
60729	mklew	577	2.7611758131557314
60730	samueldowens	577	2.7611758131557314
60731	jamestuttle	577	2.7611758131557314
60732	mwhagedorn	577	2.7611758131557314
60733	kelleyrw	577	2.7611758131557314
60734	jmanday	577	2.7611758131557314
60735	ilja	577	2.7611758131557314
60736	dnewcome	577	2.7611758131557314
60737	ddo	577	2.7611758131557314
60738	Ericat	577	2.7611758131557314
60739	jvendetti	577	2.7611758131557314
60740	kentjr	577	2.7611758131557314
60741	simmoe	577	2.7611758131557314
60742	kevindees	577	2.7611758131557314
60743	monocasual	577	2.7611758131557314
60744	skaman	577	2.7611758131557314
60745	whs	577	2.7611758131557314
60746	Papillard	577	2.7611758131557314
60747	awaxman11	577	2.7611758131557314
60748	Rico3	577	2.7611758131557314
60749	johnpeck	577	2.7611758131557314
60750	vcrazy	577	2.7611758131557314
60751	kbakba	577	2.7611758131557314
60752	AminaZoheir	577	2.7611758131557314
60753	kryskool	577	2.7611758131557314
60754	ahmadsalim	577	2.7611758131557314
60755	habi	577	2.7611758131557314
60756	wutong	577	2.7611758131557314
60757	vialrogo	577	2.7611758131557314
60758	zebpalmer	577	2.7611758131557314
60759	lle6138	577	2.7611758131557314
60760	mainyaa	577	2.7611758131557314
60761	saadtazi	577	2.7611758131557314
60762	passerbied	576	2.760422483423212
60763	kaiks	576	2.760422483423212
60764	imagineux	576	2.760422483423212
60765	Nevcairiel	576	2.760422483423212
60766	troussos	576	2.760422483423212
60767	aatienza	576	2.760422483423212
60768	polidore	576	2.760422483423212
60769	gilles	576	2.760422483423212
60770	DanielG	576	2.760422483423212
60771	coder9042	576	2.760422483423212
60772	subwiz	576	2.760422483423212
60773	nomatteus	576	2.760422483423212
60774	BavoGoosens	576	2.760422483423212
60775	babofitos	576	2.760422483423212
60776	scoen	576	2.760422483423212
60777	jamesatracy	576	2.760422483423212
60778	shoter	576	2.760422483423212
60779	AEAMcNett	576	2.760422483423212
60780	willm	576	2.760422483423212
60781	zevarito	576	2.760422483423212
60782	PaulBone	576	2.760422483423212
60783	ngan	576	2.760422483423212
60784	ianweller	576	2.760422483423212
60785	jeamland	576	2.760422483423212
60786	happyhj	576	2.760422483423212
60787	dulurose3	576	2.760422483423212
60788	quincy	576	2.760422483423212
60789	4doe	576	2.760422483423212
60790	leohacker	576	2.760422483423212
60791	brettsanders	576	2.760422483423212
60792	jsmith2	576	2.760422483423212
60793	yethee	576	2.760422483423212
60794	iceniumsamples	576	2.760422483423212
60795	wallacyyy	576	2.760422483423212
60796	WenerLove	576	2.760422483423212
60797	nrocco	576	2.760422483423212
60798	veN1337	576	2.760422483423212
60799	lj2007331	576	2.760422483423212
60800	gpadd	576	2.760422483423212
60801	dschultzca	576	2.760422483423212
60802	renanigt	576	2.760422483423212
60803	yoshimov	576	2.760422483423212
60804	pdobrigkeit	576	2.760422483423212
60805	smichaelsen	576	2.760422483423212
60806	nitin007	576	2.760422483423212
60807	solarnz	576	2.760422483423212
60808	ranl	576	2.760422483423212
60809	ArvinH	576	2.760422483423212
60810	cougarwww	576	2.760422483423212
60811	charsleysa	576	2.760422483423212
60812	DanielGibbsNZ	576	2.760422483423212
60813	alanly	576	2.760422483423212
60814	luklanis	576	2.760422483423212
60815	loheswaran-g	576	2.760422483423212
60816	shaunokeefe	576	2.760422483423212
60817	lynns	576	2.760422483423212
60818	pka	576	2.760422483423212
60819	tim-vandecasteele	576	2.760422483423212
60820	banguero	576	2.760422483423212
60821	ackwell	576	2.760422483423212
60822	jeg90	576	2.760422483423212
60823	pauliusuza	576	2.760422483423212
60824	tomas-stefano	576	2.760422483423212
60825	milesblackwood	576	2.760422483423212
60826	peterb180369	576	2.760422483423212
60827	onjin	576	2.760422483423212
60828	NorthIsUp	576	2.760422483423212
60829	ValeraSh	576	2.760422483423212
60830	philipnilsson	576	2.760422483423212
60831	ChrisZieba	576	2.760422483423212
60832	lacion	576	2.760422483423212
60833	SOKP	576	2.760422483423212
60834	FabiApfelkern	576	2.760422483423212
60835	byang223	576	2.760422483423212
60836	remaintears	576	2.760422483423212
60837	PheonixKotori	576	2.760422483423212
60838	decwong	576	2.760422483423212
60839	siovene	576	2.760422483423212
60840	cm226	576	2.760422483423212
60841	FabricioFFC	576	2.760422483423212
60842	infoslack	576	2.760422483423212
60843	xescoder	576	2.760422483423212
60844	alsahin	576	2.760422483423212
60845	broderboy	576	2.760422483423212
60846	farin	576	2.760422483423212
60847	berggren	576	2.760422483423212
60848	0x17	576	2.760422483423212
60849	jamesmcfadden	576	2.760422483423212
60850	fmeus	576	2.760422483423212
60851	t0mpr1c3	576	2.760422483423212
60852	brycedarling	576	2.760422483423212
60853	John-Lluch	576	2.760422483423212
60854	yguedidi	576	2.760422483423212
60855	opyate	576	2.760422483423212
60856	titanic-fanatic	576	2.760422483423212
60857	muayyad-alsadi	576	2.760422483423212
60858	akosthurzo	576	2.760422483423212
60859	but-spanel	576	2.760422483423212
60860	verapeeters	576	2.760422483423212
60861	thinkerbot	576	2.760422483423212
60862	jerrycheng567	576	2.760422483423212
60863	YunsuChoi	576	2.760422483423212
60864	nafigator	576	2.760422483423212
60865	timpalpant	576	2.760422483423212
60866	ratanasv	576	2.760422483423212
60867	brandongalbraith	576	2.760422483423212
60868	munaf	576	2.760422483423212
60869	EngineerGio	576	2.760422483423212
60870	wnajar	576	2.760422483423212
60871	davidlumley	576	2.760422483423212
60872	kxing	576	2.760422483423212
60873	dirkroorda	576	2.760422483423212
60874	jonassode	576	2.760422483423212
60875	kennykhek	576	2.760422483423212
60876	hamoid	576	2.760422483423212
60877	outofjungle	576	2.760422483423212
60878	arachnegl	576	2.760422483423212
60879	rgnitz	575	2.7596678446896306
60880	flipmcf	575	2.7596678446896306
60881	baryon	575	2.7596678446896306
60882	devisnik	575	2.7596678446896306
60883	SalmanPK	575	2.7596678446896306
60884	Volvox	575	2.7596678446896306
60885	ten1seven	575	2.7596678446896306
60886	Pasvaz	575	2.7596678446896306
60887	sekistner	575	2.7596678446896306
60888	sapamja	575	2.7596678446896306
60889	heroicYang	575	2.7596678446896306
60890	retzkek	575	2.7596678446896306
60891	fredmcgroarty	575	2.7596678446896306
60892	tbloncar	575	2.7596678446896306
60893	insane	575	2.7596678446896306
60894	chronossc	575	2.7596678446896306
60895	negesti	575	2.7596678446896306
60896	daemon13	575	2.7596678446896306
60897	crakalakin	575	2.7596678446896306
60898	aral	575	2.7596678446896306
60899	jjordan1775	575	2.7596678446896306
60900	JBaltika	575	2.7596678446896306
60901	eghm	575	2.7596678446896306
60902	brendano	575	2.7596678446896306
60903	jcwilk	575	2.7596678446896306
60904	rgriffith	575	2.7596678446896306
60905	minthubk	575	2.7596678446896306
60906	nikmartin	575	2.7596678446896306
60907	c4pt0r	575	2.7596678446896306
60908	raszi	575	2.7596678446896306
60909	Zoddy	575	2.7596678446896306
60910	mandel59	575	2.7596678446896306
60911	pkarl	575	2.7596678446896306
60912	codemunchies	575	2.7596678446896306
60913	oMartell	575	2.7596678446896306
60914	r2fresh	575	2.7596678446896306
60915	rtreffer	575	2.7596678446896306
60916	anujkaliaiitd	575	2.7596678446896306
60917	Mathilde94	575	2.7596678446896306
60918	molixiaoge	575	2.7596678446896306
60919	etanxing	575	2.7596678446896306
60920	andrewpbrett	575	2.7596678446896306
60921	VisualSJ	575	2.7596678446896306
60922	salvianoo	575	2.7596678446896306
60923	sthulb	575	2.7596678446896306
60924	p2kmgcl	575	2.7596678446896306
60925	luoning	575	2.7596678446896306
60926	johnplank211	575	2.7596678446896306
60927	letoram	575	2.7596678446896306
60928	BSVino	575	2.7596678446896306
60929	jsmreese	575	2.7596678446896306
60930	saki1001	575	2.7596678446896306
60931	cconover	575	2.7596678446896306
60932	theborg3of5	575	2.7596678446896306
60933	deepfire	575	2.7596678446896306
60934	knopki	575	2.7596678446896306
60935	daumiller	575	2.7596678446896306
60936	codemomentum	575	2.7596678446896306
60937	aleray	575	2.7596678446896306
60938	puresteelzhang	575	2.7596678446896306
60939	janouma	575	2.7596678446896306
60940	anhsaker	575	2.7596678446896306
60941	gabrielkoerich	575	2.7596678446896306
60942	Randommood	575	2.7596678446896306
60943	meniku	575	2.7596678446896306
60944	jamztang	575	2.7596678446896306
60945	basilstotz	575	2.7596678446896306
60946	carlosefonseca	575	2.7596678446896306
60947	Sereri	575	2.7596678446896306
